Features,Best Model,Train Precision,Train Reward,Test Precision,Test Reward,Best Threshold
"('rsi_break_4h', 'macd_max_4h', 'candle_4h')",XGBClassifier,0.17502278942570648,-3565,0.18542568542568544,-872,0.5
"('rsi_convergence', 'ema_10_50', 'ema_20_channel')",RandomForestClassifier,0.5333333333333333,1,1.0,2,0.45
"('macd_convergence', 'cci', 'ema_20_channel')",RandomForestClassifier,0.6153846153846154,3,1.0,3,0.45
"('macd_convergence', 'adx_max_48', 'bb_middle_crossing')",XGBClassifier,0.3671875,-34,0.36585365853658536,-11,0.55
"('adx_slope', 'bb_middle_crossing', 'rsi_convergence5_40')",XGBClassifier,0.30319148936170215,-74,0.3488372093023256,-13,0.6
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'rsi_convergence')",XGBClassifier,0.22060957910014514,-385,0.24528301886792453,-108,0.55
"('rsi_limit_4h', 'macd', 'adx')",XGBClassifier,0.19353899883585565,-2106,0.18653421633554085,-568,0.5
"('adx_max_48', 'macd_max_4h', 'adx')",XGBClassifier,0.2621359223300971,-49,0.23809523809523808,-22,0.55
"('bb_sqeeze_both_direction_4h', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.18303384872544923,-3034,0.1881856540084388,-739,0.5
"('bb_sqeeze_both_direction_4h', 'rsi', 'bb_middle_crossing')",XGBClassifier,0.2578512396694215,-293,0.2112676056338028,-82,0.6
"('williams_break', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.21831955922865015,-818,0.21159420289855072,-199,0.55
"('adx_max_4h', 'macd_slope', 'williams_limit_4h')",XGBClassifier,0.20041753653444677,-287,0.21367521367521367,-67,0.55
"('cci', 'macd', 'williams_limit_4h')",XGBClassifier,0.20820863616930313,-1365,0.2,-339,0.5
"('adx_4h', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.19088225647753362,-1885,0.21059431524547803,-448,0.5
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'rsi_convergence')",XGBClassifier,0.2777777777777778,-24,0.29411764705882354,-7,0.6
"('rsi_convergence', 'macd_max_4h', 'ema_10_50')",XGBClassifier,0.2040104620749782,-679,0.24629080118694363,-171,0.55
"('rsi_limit_4h', 'adx_max_48', 'rsi_convergence5_40')",XGBClassifier,0.17237963146423618,-3307,0.17651573292402148,-843,0.5
"('rsi_convergence', 'candle_4h', 'adx_max_21')",XGBClassifier,0.25,-42,0.05,-18,0.6
"('bb_sqeeze_both_direction_4h', 'rsi_break_4h', 'macd')",XGBClassifier,0.18591788981067858,-2953,0.173841059602649,-788,0.5
"('cci', 'ema_10_50', 'ema_20_channel')",XGBClassifier,0.2638888888888889,-102,0.18461538461538463,-41,0.6
"('rsi', 'macd', 'macd_slope_4h')",XGBClassifier,0.20484708597807272,-1023,0.21867881548974943,-247,0.55
"('rsi_break_4h', 'macd_max_4h', 'adx')",XGBClassifier,0.16976170912078883,-4019,0.173421926910299,-983,0.5
"('adx_max_48', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.17210846707249586,-4740,0.19091903719912473,-1130,0.5
"('macd_convergence', 'ema_10_50', 'bb_middle_crossing_4h')",RandomForestClassifier,0.5416666666666666,2,0.3333333333333333,-3,0.45
"('cci', 'macd', 'rsi_convergence5_40')",XGBClassifier,0.27906976744186046,-19,0.3333333333333333,-2,0.55
"('macd_max', 'rsi', 'williams_limit_4h')",XGBClassifier,0.21377672209026127,-482,0.18811881188118812,-126,0.55
"('adx_slope', 'bb_middle_crossing', 'ema_20_channel')",XGBClassifier,0.30319148936170215,-74,0.3488372093023256,-13,0.6
"('macd_convergence', 'rsi_break_4h', 'williams_limit_4h')",XGBClassifier,0.2581888246628131,-251,0.2868217054263566,-55,0.55
"('cci_4h', 'rsi_limit_4h', 'adx_max_21')",XGBClassifier,0.17974740640505188,-2840,0.17289313640312773,-753,0.5
"('macd_zero', 'bb_sqeeze_both_direction_4h', 'williams_limit_4h')",XGBClassifier,0.2219873150105708,-789,0.2,-210,0.55
"('macd_convergence', 'adx_max_48', 'macd_slope_4h')",XGBClassifier,0.2620545073375262,-227,0.3153846153846154,-48,0.6
"('rsi_convergence5_40', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.23666666666666666,-158,0.2537313432835821,-33,0.55
"('macd', 'bb_middle_crossing', 'williams_limit_4h')",XGBClassifier,0.21221737405791352,-1451,0.20607028753993611,-368,0.5
"('macd_zero', 'cci_4h', 'ema_10_50')",XGBClassifier,0.17908578584846588,-5125,0.18124392614188534,-1312,0.5
"('rsi_break_4h', 'candle_4h', 'macd_slope')",XGBClassifier,0.18414779499404052,-3180,0.17550702028081122,-832,0.5
"('rsi_limit_4h', 'adx_max_4h', 'macd_slope')",XGBClassifier,0.20041753653444677,-287,0.21367521367521367,-67,0.55
"('macd', 'squeeze_momentum', 'adx_max_21')",XGBClassifier,0.32222222222222224,-32,0.3157894736842105,-7,0.55
"('cci', 'macd_max_4h', 'adx_4h')",XGBClassifier,0.21568627450980393,-87,0.3235294117647059,-12,0.55
"('rsi_break_4h', 'rsi_convergence', 'williams_break')",XGBClassifier,0.30851063829787234,-72,0.3469387755102041,-15,0.55
"('adx_max_48', 'adx_4h', 'rsi_convergence5_40')",XGBClassifier,0.22202166064981949,-308,0.21686746987951808,-94,0.55
"('macd_zero', 'rsi_limit_4h', 'adx_max_4h')",XGBClassifier,0.20492307692307693,-1918,0.19343493552168817,-523,0.5
"('rsi', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.2140221402214022,-310,0.2644628099173554,-57,0.55
"('macd_convergence', 'cci', 'bb_sqeeze_both_direction')",XGBClassifier,0.22651448639157157,-623,0.2367601246105919,-169,0.55
"('squeeze_momentum', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.17876406225920788,-4169,0.17597087378640777,-1068,0.5
"('cci', 'bb_sqeeze_both_direction_4h', 'adx_max_48')",XGBClassifier,0.22,-224,0.19801980198019803,-61,0.55
"('bb_middle_crossing', 'squeeze_momentum', 'candle_4h')",XGBClassifier,0.2581818181818182,-133,0.25,-34,0.6
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'williams_break')",XGBClassifier,0.22277936962750716,-774,0.21364985163204747,-193,0.55
"('macd_max', 'macd', 'bb_middle_crossing')",XGBClassifier,0.22727272727272727,-612,0.22033898305084745,-165,0.55
"('adx_4h', 'adx_max_4h', 'williams_limit_4h')",XGBClassifier,0.1800933594338202,-4249,0.1876528117359413,-1022,0.5
"('adx_max_48', 'bb_middle_crossing_4h', 'macd_slope')",XGBClassifier,0.17712582365861312,-4116,0.1735330836454432,-1046,0.5
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.1709242916860195,-5668,0.1732766761095373,-1384,0.5
"('macd_max', 'cci_4h', 'candle_4h')",XGBClassifier,0.17698421582894885,-5771,0.18755555555555556,-1406,0.5
"('bb_sqeeze_both_direction_4h', 'rsi_break_4h', 'adx')",XGBClassifier,0.21100917431192662,-126,0.18840579710144928,-43,0.55
"('macd_convergence', 'adx_4h', 'macd_slope')",XGBClassifier,0.3037974683544304,-93,0.2857142857142857,-36,0.6
"('cci', 'williams_break', 'adx_max_21')",XGBClassifier,0.2508833922261484,-141,0.21686746987951808,-47,0.6
"('macd_zero', 'cci_4h', 'adx_max_48')",XGBClassifier,0.2166172106824926,-382,0.19318181818181818,-108,0.55
"('cci', 'rsi_limit_4h', 'adx')",XGBClassifier,0.18633791430881164,-1552,0.15625,-462,0.5
"('rsi_convergence', 'ema_20_channel', 'adx')",XGBClassifier,0.2692307692307692,-60,0.2962962962962963,-11,0.6
"('macd_zero', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.17887957224450116,-5285,0.18233618233618235,-1338,0.5
"('macd_convergence', 'williams_break', 'adx_4h')",XGBClassifier,0.25108979947689625,-571,0.23734177215189872,-166,0.55
"('macd_max', 'cci', 'bb_middle_crossing')",XGBClassifier,0.2694063926940639,-101,0.25806451612903225,-30,0.6
"('macd_max', 'rsi_limit_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.45
"('rsi_convergence', 'bb_middle_crossing_4h', 'adx_max_21')",RandomForestClassifier,1.0,3,0.5,0,0.45
"('bb_sqeeze_both_direction_4h', 'ema_10_50', 'bb_sqeeze_both_direction')",XGBClassifier,0.17841006227866651,-5267,0.18452100047192072,-1337,0.5
"('bb_middle_crossing', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.2875,-34,0.2,-12,0.55
"('macd_zero', 'rsi', 'rsi_convergence')",XGBClassifier,0.25688073394495414,-212,0.291970802919708,-57,0.55
"('rsi_limit_4h', 'rsi_convergence', 'bb_sqeeze_both_direction')",XGBClassifier,0.17798816568047338,-2721,0.19521178637200737,-662,0.5
"('macd_max', 'williams_break', 'macd_slope')",XGBClassifier,0.26506024096385544,-117,0.24528301886792453,-27,0.6
"('candle_4h', 'bb_middle_crossing_4h', 'macd_slope')",XGBClassifier,0.1853629274145171,-3147,0.1828978622327791,-801,0.5
"('macd_convergence', 'adx_max_48', 'adx_max_21')",XGBClassifier,0.23288973384030418,-562,0.2549019607843137,-150,0.55
"('adx_slope', 'rsi_limit_4h', 'macd_max_4h')",XGBClassifier,0.21341463414634146,-94,0.19047619047619047,-26,0.55
"('cci_4h', 'rsi_break_4h', 'adx')",XGBClassifier,0.16943412715752676,-6052,0.18032076289553534,-1475,0.5
"('cci', 'macd_max_4h', 'ema_10_50')",XGBClassifier,0.23219814241486067,-346,0.23655913978494625,-98,0.55
"('macd_max', 'macd', 'williams_break')",XGBClassifier,0.3076923076923077,-10,0.0,-6,0.6
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'macd_slope_4h')",XGBClassifier,0.17990130103185284,-2854,0.18271827182718273,-705,0.5
"('rsi_convergence5_40', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.18179623370352488,-2636,0.1798076923076923,-666,0.5
"('ema_20_channel', 'adx_max_21', 'macd_slope_4h')",XGBClassifier,0.3333333333333333,-13,0.42857142857142855,-1,0.55
"('macd_zero', 'macd_convergence', 'macd_max_4h')",XGBClassifier,0.2663755458515284,-107,0.25806451612903225,-30,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'rsi_convergence5_40')",XGBClassifier,0.1738936075100581,-2918,0.1763668430335097,-734,0.5
"('cci_4h', 'rsi_limit_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.16943412715752676,-6052,0.18032076289553534,-1475,0.5
"('cci', 'cci_4h', 'williams_break')",XGBClassifier,0.2976190476190476,-68,0.19642857142857142,-34,0.55
"('rsi_break_4h', 'bb_middle_crossing', 'macd_slope_4h')",XGBClassifier,0.23751891074130105,-347,0.20253164556962025,-94,0.6
"('rsi_limit_4h', 'squeeze_momentum', 'adx_max_21')",XGBClassifier,0.18005709624796085,-3138,0.17642276422764228,-796,0.5
"('rsi_limit_4h', 'rsi', 'ema_20_channel')",XGBClassifier,0.24217462932454695,-313,0.17088607594936708,-104,0.55
"('bb_middle_crossing_4h', 'rsi_convergence5_40', 'adx_max_21')",XGBClassifier,0.17861975642760486,-2375,0.175564681724846,-632,0.5
"('macd_max', 'rsi', 'adx_max_4h')",XGBClassifier,0.22556390977443608,-219,0.21428571428571427,-56,0.55
"('squeeze_momentum', 'macd_slope', 'adx')",XGBClassifier,0.20714285714285716,-164,0.23529411764705882,-27,0.55
"('macd_max', 'adx_slope', 'rsi_limit_4h')",XGBClassifier,0.20869803063457332,-2130,0.22111111111111112,-502,0.5
"('rsi_limit_4h', 'williams_break', 'williams_limit_4h')",XGBClassifier,0.21831955922865015,-818,0.21159420289855072,-199,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_convergence', 'adx_4h')",XGBClassifier,0.2627551020408163,-186,0.2764227642276423,-55,0.55
"('cci', 'rsi', 'rsi_convergence')",XGBClassifier,0.20933333333333334,-436,0.24882629107981222,-107,0.55
"('macd_zero', 'rsi_break_4h', 'macd_slope')",XGBClassifier,0.18000746918959293,-5141,0.18279047156052503,-1305,0.5
"('rsi_convergence', 'squeeze_momentum', 'ema_10_50')",XGBClassifier,0.22727272727272727,-96,0.3333333333333333,-16,0.55
"('bb_middle_crossing', 'squeeze_momentum', 'macd_slope_4h')",XGBClassifier,0.2512315270935961,-202,0.2336448598130841,-57,0.6
"('adx_max_48', 'williams_break', 'adx')",XGBClassifier,0.22082717872968982,-756,0.21036585365853658,-190,0.55
"('rsi_limit_4h', 'adx_max_48', 'bb_sqeeze_both_direction')",XGBClassifier,0.17309247775680778,-4850,0.19151193633952254,-1163,0.5
"('rsi_convergence', 'macd_max_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.2787878787878788,-73,0.3220338983050847,-21,0.55
"('bb_sqeeze_both_direction_4h', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.17221584385763491,-4568,0.17429067747539084,-1125,0.5
"('macd', 'williams_break', 'rsi_convergence5_40')",XGBClassifier,0.2623762376237624,-96,0.26666666666666666,-21,0.6
"('cci', 'cci_4h', 'macd')",XGBClassifier,0.2104670793472144,-1029,0.21861471861471862,-260,0.55
"('cci', 'rsi', 'williams_limit_4h')",XGBClassifier,0.21224218230206254,-865,0.2011173184357542,-214,0.5
"('cci', 'rsi', 'ema_20_channel')",XGBClassifier,0.2781954887218045,-59,0.19607843137254902,-31,0.6
"('rsi_break_4h', 'bb_middle_crossing', 'ema_10_50')",XGBClassifier,0.2452153110047847,-426,0.2288135593220339,-128,0.55
"('squeeze_momentum', 'williams_break', 'macd_slope')",XGBClassifier,0.2634730538922156,-158,0.2876712328767123,-31,0.6
"('macd', 'adx_4h', 'macd_slope_4h')",XGBClassifier,0.2637571157495256,-249,0.2805755395683453,-61,0.55
"('rsi', 'ema_10_50', 'adx_max_21')",XGBClassifier,0.1743406347787215,-5828,0.17959895379250218,-1470,0.5
"('macd_zero', 'adx_slope', 'rsi')",XGBClassifier,0.2918287937743191,-214,0.2698412698412698,-58,0.6
"('candle_4h', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.1754935756816045,-4142,0.18012422360248448,-1030,0.5
"('macd_zero', 'macd_convergence', 'adx_max_21')",XGBClassifier,0.22424722662440572,-696,0.24929178470254956,-177,0.55
"('ema_10_50', 'adx_max_21', 'adx')",XGBClassifier,0.17442380845826808,-5820,0.17908496732026144,-1473,0.45
"('macd_max', 'ema_10_50', 'williams_limit_4h')",XGBClassifier,0.18117383735389206,-5128,0.18813806514341275,-1283,0.5
"('adx_max_48', 'adx_max_21', 'macd_slope_4h')",XGBClassifier,0.17207995003123047,-4200,0.17217716781035558,-1051,0.5
"('rsi_break_4h', 'candle_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.18445448062752556,-2655,0.18635926993275698,-653,0.5
"('adx_slope', 'bb_middle_crossing', 'adx_4h')",XGBClassifier,0.30319148936170215,-74,0.3488372093023256,-13,0.55
"('macd_max', 'ema_10_50', 'macd_slope')",XGBClassifier,0.18117383735389206,-5128,0.18813806514341275,-1283,0.5
"('adx_max_48', 'macd', 'adx_4h')",XGBClassifier,0.1735775016350556,-4991,0.17833074131674442,-1241,0.5
"('squeeze_momentum', 'macd_max_4h', 'adx')",XGBClassifier,0.391304347826087,-5,1.0,1,0.55
"('bb_sqeeze_both_direction_4h', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.22297297297297297,-492,0.1943127962085308,-129,0.55
"('rsi_convergence5_40', 'adx_max_4h', 'macd_slope')",XGBClassifier,0.20363636363636364,-978,0.188470066518847,-281,0.55
"('rsi_break_4h', 'bb_sqeeze_both_direction', 'adx_max_4h')",XGBClassifier,0.17029627753861737,-5208,0.18573627501282708,-1225,0.5
"('macd_max', 'ema_10_50', 'bb_sqeeze_both_direction')",XGBClassifier,0.42857142857142855,-1,0.0,-1,0.55
"('rsi_convergence5_40', 'bb_sqeeze_both_direction', 'williams_limit_4h')",XGBClassifier,0.18740057270124086,-1965,0.19975031210986266,-481,0.5
"('cci', 'macd_max_4h', 'candle_4h')",XGBClassifier,0.17529215358931552,-4668,0.18400876232201532,-1154,0.5
"('macd_zero', 'macd_convergence', 'bb_sqeeze_both_direction_4h')",XGBClassifier,0.4714285714285714,-4,0.5,0,0.55
"('macd', 'adx_max_21', 'macd_slope_4h')",XGBClassifier,0.23949579831932774,-124,0.13043478260869565,-51,0.6
"('rsi_limit_4h', 'bb_middle_crossing', 'williams_limit_4h')",XGBClassifier,0.2629757785467128,-137,0.18666666666666668,-47,0.6
"('cci_4h', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.18507560815253124,-1916,0.1782312925170068,-473,0.5
"('macd_zero', 'macd_convergence', 'bb_middle_crossing')",XGBClassifier,0.3352941176470588,-56,0.3469387755102041,-15,0.6
"('rsi_limit_4h', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.17984126984126983,-4034,0.17434620174346202,-1046,0.5
"('rsi_convergence', 'adx_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.2627551020408163,-186,0.2764227642276423,-55,0.55
"('rsi_limit_4h', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.17258222077499186,-4022,0.17815344603381014,-990,0.5
"('cci', 'macd_max_4h', 'adx')",XGBClassifier,0.2356687898089172,-83,0.2,-30,0.55
"('rsi_break_4h', 'squeeze_momentum', 'williams_limit_4h')",XGBClassifier,0.1863330843913368,-1680,0.18495297805642633,-402,0.5
"('adx_max_48', 'adx_max_4h', 'adx')",XGBClassifier,0.22857142857142856,-114,0.22413793103448276,-32,0.55
"('williams_break', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.26222222222222225,-107,0.2708333333333333,-22,0.6
"('rsi_convergence', 'candle_4h', 'macd_slope')",XGBClassifier,0.20181219110378912,-724,0.2442528735632184,-178,0.55
"('rsi', 'bb_middle_crossing', 'adx_4h')",XGBClassifier,0.19980119284294234,-1812,0.19895968790637192,-463,0.5
"('macd_max', 'macd_convergence', 'rsi_break_4h')",XGBClassifier,0.17465492881208564,-5987,0.19041394335511982,-1421,0.5
"('ema_10_50', 'candle_4h', 'adx_max_21')",XGBClassifier,0.17431706224809673,-5818,0.1792411687745312,-1471,0.45
"('bb_middle_crossing', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.242274412855377,-417,0.2641509433962264,-100,0.55
"('macd_max', 'ema_20_channel', 'adx')",XGBClassifier,1.0,1,0.0,0,0.6
"('cci', 'adx_max_21', 'macd_slope')",XGBClassifier,0.22962962962962963,-73,0.14285714285714285,-30,0.55
"('macd_convergence', 'rsi', 'adx_max_48')",XGBClassifier,0.2982791586998088,-211,0.3006993006993007,-57,0.55
"('rsi_limit_4h', 'macd', 'macd_slope')",XGBClassifier,0.21217292377701935,-1012,0.1885245901639344,-304,0.55
"('macd_convergence', 'rsi_limit_4h', 'adx_max_48')",XGBClassifier,0.2694394213381555,-255,0.27647058823529413,-76,0.55
"('macd', 'ema_10_50', 'williams_break')",XGBClassifier,0.23361034164358263,-577,0.2209737827715356,-149,0.55
"('macd_zero', 'rsi', 'macd_slope_4h')",XGBClassifier,0.20224719101123595,-1484,0.2027231467473525,-393,0.55
"('macd_zero', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.18467457518435396,-3934,0.18238213399503722,-1024,0.5
"('adx_slope', 'cci_4h', 'bb_sqeeze_both_direction_4h')",XGBClassifier,0.1961301671064204,-2764,0.18761061946902655,-706,0.5
"('macd_convergence', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.2694610778443114,-77,0.2608695652173913,-22,0.6
"('cci', 'bb_middle_crossing_4h', 'adx')",XGBClassifier,0.17184265010351968,-4121,0.16427232979387882,-1075,0.5
"('cci', 'ema_10_50', 'adx_max_21')",XGBClassifier,0.26136363636363635,-42,0.23809523809523808,-11,0.6
"('cci_4h', 'rsi_limit_4h', 'bb_middle_crossing')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('cci_4h', 'rsi_break_4h', 'williams_limit_4h')",XGBClassifier,0.18220946915351507,-2215,0.1770956316410862,-547,0.5
"('macd_convergence', 'rsi_limit_4h', 'rsi_convergence')",XGBClassifier,0.24101198402130491,-389,0.25,-110,0.55
"('cci_4h', 'rsi_convergence', 'macd_slope')",XGBClassifier,0.180945208058746,-3389,0.1947097722263042,-831,0.5
"('cci', 'rsi', 'squeeze_momentum')",XGBClassifier,0.2328767123287671,-234,0.20512820512820512,-69,0.55
"('ema_20_channel', 'adx_max_4h', 'macd_slope')",XGBClassifier,0.20041753653444677,-287,0.21367521367521367,-67,0.55
"('macd_zero', 'adx_slope', 'adx_max_48')",XGBClassifier,0.2130479102956167,-1689,0.2098092643051771,-426,0.5
"('ema_10_50', 'ema_20_channel', 'candle_4h')",XGBClassifier,0.25190839694656486,-65,0.16129032258064516,-21,0.6
"('macd', 'macd_max_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.24761904761904763,-106,0.29850746268656714,-27,0.55
"('adx_4h', 'candle_4h', 'adx_max_21')",XGBClassifier,0.2196969696969697,-74,0.21621621621621623,-21,0.55
"('cci', 'macd', 'macd_max_4h')",XGBClassifier,0.17423771001866833,-5235,0.17914171656686625,-1286,0.5
"('cci_4h', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.2482758620689655,-73,0.18181818181818182,-21,0.6
"('macd_zero', 'ema_10_50', 'adx_4h')",XGBClassifier,0.17922045369093872,-5119,0.17839687194525905,-1316,0.5
"('adx_slope', 'cci', 'adx_max_4h')",XGBClassifier,0.18775589783583543,-3203,0.19731649565903708,-767,0.5
"('macd_convergence', 'macd', 'macd_max_4h')",XGBClassifier,0.21469740634005763,-792,0.23697916666666666,-202,0.55
"('rsi_limit_4h', 'rsi_break_4h', 'candle_4h')",XGBClassifier,0.17502278942570648,-3565,0.18542568542568544,-872,0.5
"('rsi_limit_4h', 'rsi_break_4h', 'rsi_convergence5_40')",XGBClassifier,0.17346938775510204,-3072,0.1802030456852792,-756,0.5
"('macd_zero', 'bb_middle_crossing', 'candle_4h')",XGBClassifier,0.2359081419624217,-506,0.22433460076045628,-145,0.55
"('cci', 'ema_20_channel', 'adx_max_4h')",RandomForestClassifier,0.46153846153846156,-1,1.0,1,0.45
"('bb_middle_crossing', 'candle_4h', 'adx_max_21')",XGBClassifier,0.25,-138,0.20967741935483872,-36,0.6
"('rsi_limit_4h', 'adx_max_48', 'rsi_convergence')",XGBClassifier,0.22060957910014514,-385,0.24528301886792453,-108,0.55
"('macd_max', 'ema_20_channel', 'adx_max_4h')",XGBClassifier,1.0,1,0.0,0,0.6
"('bb_sqeeze_both_direction_4h', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.17240459033893782,-4910,0.18282988871224165,-1197,0.5
"('adx_slope', 'rsi_break_4h', 'rsi')",XGBClassifier,0.19653179190751446,-1470,0.1986863711001642,-367,0.55
"('macd', 'rsi_convergence', 'rsi_convergence5_40')",XGBClassifier,0.21905805038335158,-513,0.26838235294117646,-126,0.55
"('cci_4h', 'macd_max_4h', 'macd_slope_4h')",XGBClassifier,0.27639751552795033,-144,0.22666666666666666,-41,0.55
